review,stemmed_review,Transaction Efficiency,User Experience,Account Access and Registration,Balance and Charges
Udh jngn download apk ini emg ga jelas bangettt mnding pke apk e wallet yg lain aja jngn apk yg ini udh mah selalu pake admin gw ngirim sesama ovo minimal harus 10k dong gabisa di bawah nya pdhl itu sesama ovo njir mnding dana/gopay lebih simple mau TF aja gaada kendala kekurangan saldo karna kepotong admin Mau TF ada admin waktu ada saldo masuk pun langsung kepotong admin hadeuhh emg pngn untung gede nihh ovo ini emg taiii,jangan unduh jelas lebih baik pakai ewallet jangan selalu pakai admin kirim sama minimal k bawah sama anjir lebih baik danagopay lebih simple transfer kendala kurang saldo potong admin transfer admin waktu saldo masuk langsung potong admin aduh untung gede taiii,2,2,0,2
Sangat tidak membantu transfer antar ovo di batasi beda dengan e wallet yang lain yang tidak di batasi transfer antar sesama,bantu transfer antar batas beda ewallet batas transfer antar sama,2,2,0,0
"sangat kecewa sudah transfer via ovo tapi sampai sekarang dana tidak kunjung masuk kerekening bca padahal dana mau dipergunakan hari ini,tidak ada solusi pasti dan seperti ada indikasi mafia penipuan sebab tiba2 banyak akun palsu menghubungi saya via dm menawarkan bantuan",kecewa transfer via sekarang dana kunjung masuk rekening baca dana guna hari initidak solusi indikasi mafia tipu tiba banyak akun palsu hubung via direct message tawar bantu,2,2,0,0
Pengiriman tertunda terus,kirim tunda,2,0,0,0
Apk ini sangat membagongkan saya kemari top up tapi kaga masuk ke akun ovo nya padahal di konter udah berhasil dasar apk kacung kaga beres nih,bagong kemari topup masuk akun konter hasil dasar kacung beres,0,2,0,2
"Lumayan bagus, hanya KTP di pakai akun lain mohon solusi admin...!🙏",lumayan bagus kartu tanda duduk pakai akun mohon solusi admin,0,1,2,0
kalo ad ngasi pinjaman jgn diluar aplikasi bos... jadi gk nyaman.. data di bagi² sama aplikasi luar.,beri pinjam jangan luar aplikasi bos nyaman data aplikasi luar,0,2,0,0
Dana saya tertahan tapi sudah terpotong,dana tahan potong,0,2,0,2
Bagus...cocok untuk pembayaran apa aja,baguscocok bayar,1,1,0,0
"Sering terjadi transaksi Pending, kirim laporan ga bisa apalah ga jelas aplikasi",sering jadi transaksi pending kirim lapor apa jelas aplikasi,2,2,0,0
pleasee pas bayar pake qris kenapa harus direfresh dulu baru berhasil ngga kek dulu oadhaal internet juga kenceng,pleasee bayar pakai qris direfresh dulu baru hasil dulu oadhaal internet kencang,2,2,0,0
tolong di tindak lanjuti saya transfer uang sebesar 1.200.000 ke bank melalui ovo tp keterangan nya sedang di proses dan saldo sudah terpotong namun tidak masuk ke penerima. kirim laporan belom di tanggapi sempe sekarang,tindak lanjut transfer uang besar bank lalu terang sedang proses saldo potong masuk terima kirim lapor tanggap sempe sekarang,2,2,0,2
uang saya nyangkut 149.000 2hari kerja blum di proses2 bagamana ini ???,uang sangkut hari kerja proses bagamana,0,0,0,2
Proses cepat,proses cepat,0,1,0,0
saya kecewa sama ovo saya tranfer ke bank BRI berhasil tapi tidak masuk di tabungan bank BRI dari tanggal 19 Agustus 2024 sampai sekarang juga belum masuk di tabungan bank BRI atau di kembali kan saldo saya.,kecewa tranfer bank bank rakyat indonesia hasil masuk tabung bank bank rakyat indonesia tanggal agustus sekarang masuk tabung bank bank rakyat indonesia saldo,2,2,0,0
bagus bnget,bagus,0,1,0,0
"Transfer aja harus nunggu seminggu, lapor pun gak diproses sama sekali, badddddddd Tambah buruk, hubungi cs juga gak ada responnn, jeleeekkkkkk banget kecewaaa",transfer tunggu minggu lapor proses sekali badddddddd tambah buruk hubung rekan responnn jeleeekkkkkk kecewaaa,2,2,0,0
Udah 2 hari transfer gagal . Lapor sana sini ga di gubris kacaw . Saldo sudah kepotong,hari transfer gagal lapor sana sini gubris kacaw saldo potong,2,2,0,2
Banyak gangguanya,banyak gangguanya,0,2,0,0
Bagus bgt,bagus,0,1,0,0
"Ternyata ovo lebih parah daripada dana, saya narik uang 200 saldo berkurang tapi ga masuk dan uang nya ga bisa d ambil terus ga ad bukti transaksi berhasil gimana ini pihak ovo kalian nipu nama nya saldo saya lo dri ya 500 tinggal 297 tolong pihak ovo saldo saya kembalikan",nyata lebih parah dana tarik uang saldo kurang masuk uang ambil bukti transaksi hasil pihak tipu nama saldo tinggal pihak saldo kembali,2,2,0,2
Padahal duit itu penting malah tidak masuk tranfers dari ovo k BCA . Jgan suka nahan duit nasabah g baik,duit penting masuk tranfers k baca jangan suka tahan duit nasabah baik,2,2,0,0
maunya bayar grabfood pake ovo.. eh malah lupa pin ovo alhasil suruh nunggu 1jam lagi buat verifikasi.. bentar amat? apa gak kurang cepet tuh waktu tunggunya? keburu yg mau verifikasi pingsan duluan sebelum makan.. sebel banget ihh,mau bayar grabfood pakai eh lupa pin alhasil suruh tunggu jam buat verifikasi bentar kurang cepat waktu tunggu keburu verifikasi pingsan lebih makan kesal ih,0,2,2,0
"Sangat bagus simple dan praktis ukuran apk jg kecil,,, rekomended bgt!",bagus simple praktis ukur kecil rekomended,0,1,0,0
aplikasi ribet mau upgrade ke premier aja susah auto uninstal aja,aplikasi ribet tingkat premier susah auto uninstal,0,2,2,0
TOLONG SALDO SAYA YG TERSANGKUT SEGERA DIPROSES!,saldo sangkut segera proses,0,2,0,2
Uang saya belum di kembaliin,uang kembaliin,0,0,0,2
Gw transfer ke BCA dari pagi sampai sekarang masih proses terus..di keterangan nya tertulis saldo akan masuk 2 hari kerja ?!!!!! 2 hari gw mau makan BATU !!! Enak bener ngomong kaya gitu mau lepas tanggung jawab BALIKIN DANA SAYA SEPERTI SEMULA.. BESOK2 GW OGAH PAKE OVO LAGI SANGAT2 MENGECEWAKAN !!!,transfer baca pagi sekarang proses terusdi terang tulis saldo masuk hari kerja hari makan batu enak benar bicara lepas tanggung jawab kembali dana mula besok ogah pakai kecewa,2,2,0,0
Apk mantap,mantap,0,1,0,0
"Saldonya sdh diisi tiba2 gak bisa diakses masuk, gak ikhlas sy dunia akhirat makan tu. SDH 2 kali bikin akun gitu terus",saldo isi tiba akses masuk ikhlas dunia akhirat makan bikin akun,0,2,2,0
mantap mantap,mantap mantap,0,1,0,0
Ini aplikasihnya mengecewakan saya yda 2 kali bertranksaksi 2 kali g pernah masuk trus pendingnya dua hari gikiran uds dua hari g masuk2 uangnya juga g kembali ke akun para ni aplikasih ovo,aplikasihnya kecewa yda bertranksaksi pernah masuk pending hari gikiran uds hari masuk uang akun aplikasih,2,2,0,2
Good App,good app,0,1,0,0
"Apk ini banyak org scam ati"" aj gue barusan kena tipu anj",banyak orang scam hati barusan tipu anjing,0,2,0,0
Hapus ajah nih aplikasi ovo d plystory banyak yang ketipuh saya 150 rebu lenyap,hapus aplikasi plystory banyak ketipuh rebu lenyap,0,2,0,2
"Kecewa sekali sama ovo masa member baru gak bisa mendaftar timbang isi nama lengkap saja tidak bisa,pdhl nomer hp sm email aktif loh...... heran",kecewa sekali member baru daftar timbang isi nama lengkap bisapdhl nomer handphone email aktif heran,0,2,2,0
Kontak service nya mana oyy saya top up e-money kok belum masuk sedangkan transaksi sudah berhasil menu bantuan sama sekali tidak membantu,kontak service oyy topup emoney masuk transaksi hasil menu bantu sekali bantu,0,2,0,2
Gmna dengan saldo gagal trnasfer tapi dana blm masuk ke akun kita Playanan ovo ga bagus2 Nanti ku viralkan ke sosmed,saldo gagal trnasfer dana masuk akun playanan bagus ku viralkan media sosial,2,2,0,2
Transferan pending 2 hari sedang proses terus,transfer pending hari sedang proses,2,0,0,0
Mau upgrade juga harus ada Poto ibu dari kecil gw di tinggalin ibu ..jadi engga bisa ngirim uang harus upgrade dulu bjr,tingkat foto ibu kecil tinggal ibu kirim uang tingkat dulu bjr,0,0,2,0
"Gagal transfer terus kocak mau sampe kapan ini kocak gabisa transfer dari jam 10 siang sampe sore gini tetep gabisa ,gila gada usahanya sama sekali buat customer",gagal transfer kocak kapan kocak transfer jam siang sore begini tetap gila usaha sekali buat customer,2,2,0,0
Beli pulsa token lama bener,beli pulsa token lama benar,2,0,0,0
"Kenapa saya kasih bintang 2? Karna kalau sudah gagal transfer dari ovo ke bank untuk ke pusban terlalu lama kebijakan nya dan proses kembalian saldo kita nya memakan waktu terlalu lama, sangat tidak bermutu bangat",kasih bintang gagal transfer bank pusban terlalu lama bijak proses kembali saldo makan waktu terlalu lama mutu,2,2,0,2
"Saldo saya sudah terpotong tapi keterangan nya masih diproses Tolong CS OVO, saya minta batalin aja transaksinya. Ini sangat menganggu, saya sudah lampirkan data di pusat bantuan. Mohon konfirmasi dan kembalikan Saldo Saya!!!",saldo potong terang proses rekan minta batalin transaksi menganggu lampir data pusat bantu mohon konfirmasi kembali saldo,2,2,0,2
"Satu kata buat aplikasi ovo ini ""BOBROK"", TF ke rekening sering gagal & CS kerjanya lambat dalam merespon. 😡",satu kata buat aplikasi bobrok transfer rekening sering gagal rekan kerja lambat jawab,2,2,0,0
"penanganan laporan dan masalah sangat lambat, aplikasi pada laporan selalu gagal muat konten, sepertinya IT gk kompeten",tangan lapor masalah lambat aplikasi lapor selalu gagal muat konten seperti it kompeten,0,2,0,0
"Transfer uang 1400rb aj lama bgt, musti nunggu 3hari kerja.. Etdah, sistem online msh nunggu 3hari kerja.. Pdhl uang kburu mau pake",transfer uang ribu lama tunggu hari kerja etdah sistem online tunggu hari kerja uang kburu pakai,2,2,0,0
"Lagi bikin akun baru, disuruh verifikasi email. Katanya harus dikirim dulu link nya ke email punyaku, ditunggu lama gak ada notifikasi nya. Hadeh, wajib bener harus pake email🤦",bikin akun baru suruh verifikasi email kata kirim dulu link email punya tunggu lama notifikasi aduh wajib benar pakai email,0,2,2,0
Ovo ribet masa mau bikin akun ovo dengan nomor baru dengan email yg sama ga bisa parah masa harus bikin email baru trs,ribet bikin akun nomor baru email parah bikin email baru,0,2,2,0
OVO is the best...,is the best,0,1,0,0
"Transaksi lama kali pending mana saldo udh kepotong, lambat dalam menangani.. ribet 👎",transaksi lama pending saldo potong lambat tangan ribet,2,2,0,2
APLIKASI AMPASSSS,aplikasi ampassss,0,2,0,0
Penyelesaian masalah jelek paling lambat.,selesai masalah jelek lambat,0,2,0,0
"Gak bisa login , verifikasi yg dikirim ke whatsapp gak muncul , udah diulang2 tetep gak muncul .",login verifikasi kirim whatsapp muncul ulang tetap muncul,0,0,2,0
"Ovo e wallet GK jelas, udah bener kode pin nya malah di salah salahin. Lebih baik dana aja sih dari pada ovo GK jls ini",ewallet jelas benar kode pin salah salah lebih baik dana jelas,0,2,2,0
Buset pengen tf aja disuruh verifikasi ktp,buset transfer suruh verifikasi kartu tanda duduk,2,0,0,0
Cs lamban transaksi sangat sulit,rekan lamban transaksi sulit,2,2,0,0
"gw mitra grab dari 2018. baru kali ovo proses transaksi lama udah 4 hari belum cair ke bank bca Mohon maaf Para Aplikator Busuk jangan bikin susah, percuma pusat bantuan👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿👎🏿💩💩💩💩💩",mitra grab baru proses transaksi lama hari cair bank baca mohon maaf aplikator busuk jangan bikin susah percuma pusat bantu,2,2,0,0
"Aplikasi jancuok,,dalam 1 bulan bisa 2x minta pembaharuan,,terpaksa karena konek di grab saja..kalau tidak mending pakai gopay...jauh beda kualitasnya",aplikasi jancuokdalam bulan minta pembaharuanterpaksa konek grab sajakalau mending pakai gopayjauh beda kualitas,0,2,0,0
"Pelayanannya lambat, kirim uang sering tertunda",layan lambat kirim uang sering tunda,2,2,0,0
Sangat mempermudah transaksi,mudah transaksi,1,0,0,0
transfer ovo ke sea bank di hari sabtu atau minggu tidak dapat di proses. padahal saldo sudah berkurang dan tidak bisa di batalkan. yang sangat di sayangkan di awal transaksi tidak ada pemberitahuan jika di hari wekend atau hari libur nasional tidak dapat di proses,transfer sea bank hari sabtu minggu proses saldo kurang batal sayang awal transaksi pemberitahuan hari wekend hari libur nasional proses,2,2,0,2
"Sangat tidak memuaskan, sangat kecewa sama aplikasi ovo tidak di respon uang saya sudah di tarik saldonya tpi tidak terkirim ke penerima antar bank, untuk pengiriman uang sangat tidak pantas aplikasi ini.",muas kecewa aplikasi respon uang tarik saldo kirim terima antar bank kirim uang pantas aplikasi,2,2,0,2
kecawa sama ovo tiap tf pending terus nyantel dana 600 rb kacau sangat kecewa banget proses lama respon nya lama,kecawa tiap transfer pending nyantel dana ribu kacau kecewa proses lama respon lama,2,2,0,0
"APLIKASI SIALAN , MAKAN UANG HARAM, UANG SY TOP UP TIDAK DI KIRIM KE REKENING SY, MAKAN UANG HARAM KALIAN SY HARAMKAN UANG SY, JANGAN MAU DOWLOAD APLIKASI INI MENIPU SY KORBANNYA DEMI ALLAH SY TIDAK IKHLAS UANGKU ,",aplikasi sial makan uang haram uang topup kirim rekening makan uang haram haram uang jangan dowload aplikasi tipu korban allah ikhlas uang,0,2,0,2
Terlalu susah verivikasi..,terlalu susah verivikasi,0,0,2,0
Kalau beli pulsa mahal kebanyakan admin nya,beli pulsa mahal banyak admin,0,0,0,2
"Kpd pihak developer apk ovo saya knp gk bisa dibuka lagi ada masalah sama apknya kah mau buka ovo aja ribet dengan alasan ""gagal memproses"" terus aja gitu mohon untuk segera diperbaiki.",pihak developer buka masalah apknya buka ribet alas gagal proses mohon segera baik,0,2,0,0
pasti membantu,bantu,0,1,0,0
e-wallet paling bermasalah..tf uang berhari-hari ga masuk2,ewallet bermasalahtf uang berharihari masuk,2,2,0,0
Selamat siang ka tolong di bantu saya transfer saldo sudah terpotong tapi transferan tidak masuk mohon pihak ovo membantu saya karena ini sangat penting sekali,selamat siang kakak bantu transfer saldo potong transfer masuk mohon pihak bantu penting sekali,2,2,0,2
Mohon kepada yg bertanggung jawab untuk ovo... kenapa proses tranfer sampai sekarang masih dalam proses.dan penerima belum menerima dana dari tranfer saya. Padahal dana saya sudah terpotong.,mohon tanggung jawab proses tranfer sekarang prosesdan terima terima dana tranfer dana potong,2,0,0,2
Ovo sangat membantu saya puas punya aplikasi ovo sangat membantu seseorang untuk melakukan sesuatu tanpa harus menunggu di ATM untuk melakukan transfer pembayaran belli pls data Telkomsel sangat puas sekali,bantu puas punya aplikasi bantu orang laku tunggu atm laku transfer bayar belli data telkomsel puas sekali,1,1,0,0
"Engga lagi aku pakai ovo, nyesala udh download, uang sendiri lama banget di proses, pdhl mau tf uang orang, nyesal aku pake ovo, klo nnti uangnya udah kembali gabakal lagi aku pake aplikasi ini",pakai nyesala unduh uang sendiri lama proses transfer uang orang sesal pakai uang pakai aplikasi,2,2,0,0
Aplikasi lemot tf ke bank aja lama prosesnya,aplikasi lot transfer bank lama proses,2,2,0,0
"Transaksi transfer selalu pending, uang customer ko di tahan tahan, customer service juga bot lambat respon",transaksi transfer selalu pending uang customer tahan tahan customer service bot lambat respon,2,2,0,0
"Bagaimana solusinya,jalan keluarnya seperti apa??",solusinyajalan keluar,0,2,0,0
Sangat mengecewakan transaksi dari opo ke bank lain harus menunggu 2 hari kerja padahal saya butuh bgt,kecewa transaksi bank tunggu hari kerja butuh,2,2,0,0
Hari ini aja ada widrow dri ovo ke rekening saldo kepotong duit gk masuk aplikasi paling parah ini Ini aplikasi gk jelas top up 300 dalam proses trus udh stahun gk balik tuh duit,hari widrow rekening saldo potong duit masuk aplikasi parah aplikasi jelas topup proses stahun balik duit,0,2,0,2
"Mau daftar aja berkali kali gak terverifikasi email saya,hadeuh",daftar kali verifikasi email sayahadeuh,0,0,2,0
"Banyak bug banget ini apk,malas",banyak bug apkmalas,0,2,0,0
"Amat sangat kecewa , lagi di butuhkan urgent malah status transfer di proses terus. Payah apes, nominal pun bukan sedikit. Dan pusat bantuan belum ada respon.",kecewa butuh urgent status transfer proses payah apes nominal bukan sedikit pusat bantu respon,2,2,0,0
Kepada pihak ovo . Tolong secepatnya urus transaksi saya yg gagal hari ini. Tgl 7-09-2024 . Jam 9:18 dan 9:17 . Mohon segera d urus secepat mungkin. Karena uang nya mau segera d pakai.,pihak cepat urus transaksi gagal hari tanggal jam mohon segera urus cepat mungkin uang segera pakai,2,2,0,0
Gara2 transaksi 50rbu belum masuk sampai2 w di tahan satpam kalau kagak masuk juga tuh transaksi nya w mau di bawa kantor polisi hari ini... Kecewa banget w hari ini,gara transaksi ribu masuk tahan satpam masuk transaksi bawa kantor polisi hari kecewa hari,2,2,0,0
Ribuan kali topup e toll...isi token beli disini...dulu msh ada cash back...skrg udah sama sekali gak ada...apa kalian gak untung....????...,ribu topup e tollisi token beli disinidulu cash backskrg sekali adaapa untung,2,0,0,2
"Saya kirim uang terpending sudah 2 jam, tolong lah yang benar aja ovo, saya sudah lama menggunakan ovo, sekarang tiba tiba begini jadi merasa kecewa, saya chat laporannya tidak di tanggapi",kirim uang pending jam benar lama guna sekarang tiba tiba begini rasa kecewa chat lapor tanggap,2,2,0,0
Beli pulsa jadi gampang,beli pulsa gampang,1,0,0,0
"apk kontollll, kalau gagal tu lngsng balikin duitnya anjg pendanh pending babi emng",kontollll gagal langsung kembali duit anjing pendanh pending babi,0,2,0,2
hari ini tgl 7/9/24 jam 9:30 lagi ganguan kah ko gak bisa transaksi,hari tanggal jam ganguan transaksi,2,0,0,0
Kenapa ga bs buat transfer??notice nya gagal terus.minimal ada penjelasan buat ini..bantuan pun gak guna,buat transfernotice gagal terusminimal jelas buat inibantuan,2,2,0,0
Kualitas ovo benar-benar jelek,kualitas benarbenar jelek,0,2,0,0
"Pelayanan parah mau benerin akun aja sampe lebih dari 3 hari gimana coba ini pelayanannya ga dikerjain apa itu, orang mau upgrade aja susah. Ga mikir apa orang mau tarik tunai keperluan gimana",layan parah benar akun lebih hari coba layan dikerjain orang tingkat susah pikir orang tarik tunai perlu,0,2,2,0
"Setiap transfer pas hari sabtu/minggu selalu gagal,padahal lg urgent",transfer hari sabtu minggu selalu gagalpadahal urgent,2,0,0,0
OVO PARAH BUAT TRANSFER KE BANK LAIN LAMA PROSESNYA,parah buat transfer bank lama proses,2,0,0,0
Makin kesini makin jelek apk ini.. TF k bank.. sedang dalam proses mulu.. tapi uang sudah d potong.. lapor sana sini gada tnggapn.. parah nih aplikasi.. udh ga aman.. JELEK BGT,makin kesini makin jelek transfer k bank sedang proses mulu uang potong lapor sana sini tnggapn parah aplikasi aman jelek,2,2,0,2
"Top up uang elektronik kena admin, Pemberitahuan top up 50 dpt cashback 5% pas sdh melakukan transaksi, isi pemberitahuan kuota limit sudah habis🙄. G jelas banget nih apk🤔😒",topup uang elektronik admin pemberitahuan topup cashback laku transaksi isi pemberitahuan kuota limit habis jelas,0,2,0,2
"Transfer uang ke rekening, saldo kepotong tapi uangnya gak masuk rekening. nomor rekening benar dan cara transfer juga benar kesalahan ada di Ovo tapi saya selaku pengguna yang harus menanggung dengan menunggu sampai 3 hari kerja gak termasuk hari Sabtu Minggu dan libur nasional. Bagi kalian yang mau gunakan Platform ini, lebih baik jangan, karena ini masalah uang, masalah perut. Gunakan Platform lain.",transfer uang rekening saldo potong uang masuk rekening nomor rekening benar cara transfer benar salah selaku guna tanggung tunggu hari kerja masuk hari sabtu minggu libur nasional guna platform lebih baik jangan masalah uang masalah perut guna platform,2,2,0,2
Buruk sangaaat buruk kena suka erorrr,buruk sangaaat buruk suka erorrr,0,2,0,0
setiap top up kena potongan trussss,topup potong,0,0,0,2
Aplikasi busuk bru topup buat beli tv vocer saldo malah hilang di complain cuma muter2 disitu Ga lagi lagi pakai ni apk,aplikasi busuk baru topup buat beli televisi vocer saldo hilang complain puter situ pakai,0,2,0,2
Sangat membantu,bantu,0,1,0,0
Gila top up potongan adminya gede banget maruk lo ovo dana ajjah 500 ini 1500,gila topup potong adminya gede maruk dana ajjah,0,2,0,2
"saya top up paket data harga 50k kuota data ga masuk masuk kecewa,udah chat di IG ga di respon!!!!nunggu seharian ga ada kabar!!",topup paket data harga k kuota data masuk masuk kecewaudah chat instagram responnunggu hari kabar,2,2,0,0
jado males pake ovo....kbayakan gagal mau transaksi....,jado malas pakai ovokbayakan gagal transaksi,2,2,0,0
"APLIKASI GA ADA MAU TANGGUNG JAWAB UANG TIBA"" LUDES TANPA OTP DAN PIN MASUK MAIN AUTOMATIS AJA",aplikasi tanggung jawab uang tiba ludes otp pin masuk main automatis,0,2,0,2
Sangat membantu dan cepat dalam pelayanan,bantu cepat layan,0,1,0,0
Transaksi proses terus uang sudah ke potong baliknya lama astaga,transaksi proses uang potong balik lama astaga,2,2,0,2
"OVO PENIPU, Saya tranfer dari ovo ke rek saya Bank syariah Indonesia senilai Rp. 650.000, tapi setelah saya cek saldo dan daftar mutasi nya yang masuk hanya senilai RP. 300.00, maksdnya apa? Jelas jelas saya tf dengan jumlah 650.000 , OVO INI APLIKASI PENIPU, PENIPU, PENIPU",tipu tranfer rek bank syariat indonesia nila rupiah cek saldo daftar mutasi masuk nila rupiah maksud jelas jelas transfer jumlah aplikasi tipu tipu tipu,2,2,0,0
"apk kebanyakan kendala, penanganan nya sangat lambat, sampai kecewa saya",banyak kendala tangan lambat kecewa,0,2,0,0
Saldo terpotong pembayaran berhasil tetapi pihak yang saya bayarkan tidak menerima saldo mohon untuk di kembalikan saldo saya,saldo potong bayar hasil pihak bayar terima saldo mohon kembali saldo,2,0,0,2
"Saya kirim ke BCA kok pending 2 hari kerja biasanya aja langsung masuk,ini mah pending saldo ga masuk ke akun saya dan saldo juga ga masuk ke rekening BCA yang saya kirim gimana sih ini ga jelas",kirim baca pending hari kerja biasa langsung masukini pending saldo masuk akun saldo masuk rekening baca kirim jelas,2,2,0,0
"Hati hati pake ovo,, saldo saya udah berhasil masih belum masuk penerima",hati hati pakai saldo hasil masuk terima,0,2,0,2
KEAMANAN KURANG KETAT MUDAH DI BOBOL OLEH HACKER,aman kurang ketat mudah bobol hacker,0,2,0,0
UDAH TAU HP SM KARTU NYA ILANG SYARAT SYARAT MENGHAPUS AKUN DOANK RIBET BGT SEGALA NGRUS KE KANTOR POL1SI UDAH KAYA KEHILANGAN BARANG AJA,tau handphone kartu hilang syarat syarat hapus akun doang ribet segala ngrus kantor polsi hilang barang,0,0,2,0
"Apk gak berguna gak amanah pengiriman berhasil saldo berkurang tp gak masuk, gak dikembalikan lagi parahnya Uda banyak korban",guna amanah kirim hasil saldo kurang masuk kembali parah banyak korban,2,2,0,2
Saya mau upgrade ovo kok gagal memproses tolong di perjelas,tingkat gagal proses jelas,0,0,2,0
"Aplikasi buruk, pengiriman selalu tertahan/ pending. Kalau selalu begini saya jadi malas untuk memakai aplikasi ini. Konyolll!!",aplikasi buruk kirim selalu tahan pending selalu begini malas pakai aplikasi konyolll,2,2,0,0
Link saya mengulang terus belum masuk,link ulang masuk,0,0,2,0
Saya kasih bintang 5deh mudah mudahan lancar buat pembayaran,kasih bintang deh mudah mudah lancar buat bayar,1,0,0,0
Mantaap sanfat membantu .hsnta saja ada potonganya /!! Mohon biar lebig mantap laqi .aman dan sangat baqus ovo,mantap sanfat bantu hsnta potonganya mohon biar lebig mantap laqi aman baqus,0,1,0,2
"OVO sekarang susah+ribet tarik tunainya. OVO dulunya tarik tunainya gampang dn gak ribet. Kllu ky gini terus""an kita mau di anggurin apk OVO nya mind.🙏🙏",sekarang susahribet tarik tunai tarik tunai gampang ribet kllu ky begini terus anggurin mind,0,2,0,2
Jarang saya gunakan karena terlalu mahal dalam penjualan kuota..,jarang guna terlalu mahal jual kuota,0,2,0,0
Isi saldo saja harus ada admin waaahhh ovo 🤦🏿‍♂️,isi saldo admin wah,0,0,0,2
kurang bagus soal pengiriman ovo ke bank lain..saldo terpotong juga proses lama banget beda kayak lain nya ..dan tanpa di respon..,kurang bagus soal kirim bank lainsaldo potong proses lama beda respon,2,2,0,2
"Jangan pernah pake ovo lagi, ketika kita transfer dana suka macet, proses sampe berhari hari bahkan berminggu minggu, jadi males pake ovo sekarang, mending pakai aplikasi dana aja",jangan pernah pakai transfer dana suka macet proses hari hari bahkan minggu minggu malas pakai sekarang mending pakai aplikasi dana,2,2,0,0
"baru kali ini pake aplikasi sampe bnr2 emosi, aplikasi paling ga jelas, mau update ovo premier aj susahnya setengah mampus, pdhl udh dikasih tau kesalahan teknis dalam membaca NIK gw, mana responnya slow banget lagi, disuruh tunggu udh dikerjakan sama timnya, alah sampe 3 hari ga ada berita apa2, malah disuruh foto sm ktp+tulisan mau update ovo, ga jelas banget, pelayanan jasa terburuk!!!!",baru pakai aplikasi benar emosi aplikasi jelas baru premier susah tengah mampus kasih tau salah teknis baca nik responnya slow suruh tunggu kerja tim alah hari berita suruh foto ktptulisan baru jelas layan jasa buruk,0,2,2,0
Mudah dan sangat membantu dalam berbagai transaksi aplikasi ovo the best ok.,mudah bantu bagai transaksi aplikasi the best oke,1,1,0,0
Mantap terpercaya,mantap percaya,0,1,0,0
Sering gagal koneksi,sering gagal koneksi,0,2,0,0
Percuma buat apk yg tidak bertangung jawab saldo berkurang untuk transfer ke selain ovo . Di saya notif berhasil sedangkan ke rekening tujuan saya tidak masuk perccuma g dbls disini ngonmong aj g mau tangung jwab d alikan d apk tapi d buka laporan gagal trs,percuma buat bertangung jawab saldo kurang transfer notifikasi hasil rekening tuju masuk perccuma balas sini ngonmong tangung jawab ali buka lapor gagal,0,2,0,2
Sangat mudah,mudah,0,1,0,0
Sangat membantu,bantu,0,1,0,0
"Kenapa setiap beli token listrik lama dan jarang berhasil ,kebanyakan gagal ,hmmm",beli token listrik lama jarang hasil banyak gagal hmmm,2,2,0,0
"Sy transaksi pulsa,tp yg sy minta ""No.Referensi Biller/SN"" tidak ada,semakin lama ovo..banyak perbaikan sistem MELULU..jd mau transaksi di bikin SUSAH.",transaksi pulsatp minta noreferensi billersn adasemakin lama ovobanyak baik sistem melulujd transaksi bikin susah,2,2,0,0
Proses pending lama sekali,proses pending lama sekali,0,2,0,0
"Makin kesini OVO makin jelek,,,kirim uang kerekening bank selalu di persulit uang ketahan sampai 3 hari,,",makin kesini makin jelekkirim uang rekening bank selalu sulit uang tahan hari,2,2,0,0
"ovo gajelas , udah seminggu saldo ngga direfund chat email omong doang",jelas minggu saldo direfund chat email omong doang,0,2,0,2
Susah bet upgrade anjg,susah tingkat anjing,0,0,2,0
Mana nih uangku nyangkut masih proses terus👎,uang sangkut proses,0,0,0,2
Eeehhh dasar apk lucu Potongan kau besar2 kali Lucu kali kalian owalahhhh..... Apk sebelah aja potongan minum Ini sampe 2500 potongan nya Lucu kalian lucu😡😡😡😡😡😡😡😡😡😡😡😡😡,eeehhh dasar lucu potong besar lucu owalahhhh belah potong minum potong lucu lucu,0,2,0,2
"Bayar lewat qris saldo terpotong, tapi belom masuk yg di tuju. Proses pelayanan lama. Untuk uang kembali. Saya merasa di rugikan",bayar lewat qris saldo potong masuk tuju proses layan lama uang rasa rugi,2,2,0,0
"Aplikasi yg gak di rekomendasikan, kendala Mulu penyelesaian nya lama solusinya gak ada 👎👎👎",aplikasi rekomendasi kendala mulu selesai lama solusi,0,2,0,0
Gak bakal saya hapus kalau setiap saya transfer kesesama ovo gagal terus Ada transaksi gagal karena ada transaksi mencurigakan terus padahal orang mau top up hilang dah rejeki saya,bakal hapus transfer sama gagal transaksi gagal transaksi curiga orang topup hilang rejeki,2,2,0,2
"ini saldo ovo saya sudah dipotong saat tf ke rekening bank, akan tetapi masih dalam proses sudah 2hri, saldo tidak kunjung masuk dalam rekening, bagaimana ini aplikasi tidak amanah",saldo potong transfer rekening bank proses hari saldo kunjung masuk rekening aplikasi amanah,0,2,0,2
"dipake transfer saldo udah kepotong tapi ga masuk ke rekening tujuan , bintangnya saya tambah kalo saldonya udah balik",pakai transfer saldo potong masuk rekening tuju bintang tambah saldo balik,2,0,0,2
Sangat baik,baik,0,1,0,0
